,Age,Overall,Potential,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,PrefPos_9.0,PrefPos_6.0,PrefPos_10.0,PrefPos_3.0,PrefPos_0.0,PrefPos_4.0,PrefPos_2.0,PrefPos_8.0,PrefPos_7.0,PrefPos_5.0,PrefPos_1.0,PrefPos
2334,31,70,70,7000,1709,45,81,51,49,60,66,63,60,54,34,65,14,13,10,12,11,78,67,55,66,50,68,64,34,58,62,73,66,54,79,71,78,47,17,52,69,66,51,58,52,65,69,58,66,51,55,53,52,64,52,65,69,58,66,51,55,53,52,64,53,0,0,0,0,1,0,0,0,0,0,0,CB 
2335,26,66,69,4000,1355,34,75,33,32,38,49,33,27,30,28,35,11,8,7,14,9,79,64,29,45,21,74,53,28,63,42,66,53,34,53,63,90,49,35,38,65,57,39,44,38,53,65,44,57,39,38,45,36,50,38,53,65,44,57,39,38,45,36,50,45,0,0,0,0,1,0,0,0,0,0,0,CB 
2336,21,71,81,10000,1671,62,54,76,57,72,66,54,74,71,71,46,12,9,12,10,14,70,19,64,46,68,12,66,72,70,62,74,15,66,65,16,66,58,68,66,38,43,69,59,66,43,38,59,43,69,65,70,67,46,66,43,38,59,43,69,65,70,67,46,70,0,0,1,0,0,0,0,0,0,0,0,ST 
2337,34,74,74,5000,1972,79,72,79,78,75,74,68,61,75,51,59,12,12,6,8,13,50,72,78,72,65,63,60,66,72,76,70,69,75,72,67,70,76,51,72,68,71,70,73,72,70,68,73,71,70,72,65,71,71,72,70,68,73,71,70,72,65,71,71,65,0,0,0,0,0,0,1,0,0,0,0,CM 
2338,23,70,77,5000,1541,77,68,68,53,63,52,24,25,20,15,28,9,14,13,12,8,74,68,84,61,20,71,37,28,62,63,39,67,75,70,69,73,56,27,49,69,66,45,55,49,64,69,55,66,45,48,45,44,61,49,64,69,55,66,45,48,45,44,61,45,0,0,0,0,1,0,0,0,0,0,0,CB 
2339,28,66,67,2000,1171,55,39,60,61,21,41,19,13,14,20,16,68,66,67,65,64,12,16,58,36,17,13,24,15,58,25,25,12,52,35,15,66,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2340,29,70,70,15000,1867,82,61,62,74,64,70,73,62,61,52,48,10,7,8,7,12,59,64,66,71,62,65,74,60,71,73,59,67,79,67,72,62,59,54,65,66,67,64,66,65,69,66,66,67,64,67,62,66,69,65,69,66,66,67,64,67,62,66,69,62,0,0,0,0,0,1,0,0,0,0,0,LB 
2341,28,65,65,2000,1348,51,73,47,55,56,57,21,24,31,23,22,15,14,8,13,12,66,57,65,27,22,62,36,23,61,53,34,63,53,61,68,78,28,26,40,64,56,40,44,40,56,64,44,56,40,40,42,39,53,40,56,64,44,56,40,40,42,39,53,42,0,0,0,0,1,0,0,0,0,0,0,CB 
2342,32,70,70,17000,1066,45,23,44,28,15,43,15,19,11,13,13,69,71,63,71,67,14,16,59,21,14,11,24,14,64,22,15,15,38,33,11,76,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2343,27,66,66,5000,1737,63,68,69,59,66,66,53,40,64,62,55,13,16,12,12,14,68,25,76,58,64,39,63,63,62,63,68,34,67,86,36,73,63,63,64,50,53,64,61,64,51,50,61,53,64,64,65,63,53,64,51,50,61,53,64,64,65,63,53,65,0,0,1,0,0,0,0,0,0,0,0,ST 
2344,24,75,82,22000,1653,54,53,66,47,74,68,47,66,71,78,22,13,8,13,13,6,78,19,69,39,68,22,59,78,76,62,74,25,65,61,20,79,48,80,66,44,45,70,58,66,45,44,58,45,70,64,74,67,47,66,45,44,58,45,70,64,74,67,47,74,0,0,1,0,0,0,0,0,0,0,0,ST 
2345,29,70,70,16000,1764,63,70,68,70,69,67,62,59,67,68,43,13,9,7,7,13,71,56,72,59,63,21,67,75,68,64,66,25,63,74,31,78,60,63,66,51,55,67,63,66,52,51,63,55,67,66,69,66,55,66,52,51,63,55,67,66,69,66,55,69,0,0,1,0,0,0,0,0,0,0,0,ST 
2346,27,73,74,44000,1984,75,79,74,72,71,65,76,73,73,43,69,8,8,14,16,10,72,67,90,68,54,71,49,73,73,70,65,76,73,71,72,72,64,43,68,73,71,67,69,68,72,73,69,71,67,70,65,69,72,68,72,73,69,71,67,70,65,69,72,65,0,0,0,0,0,1,0,0,0,0,0,LB 
2347,29,70,70,16000,1894,77,62,72,72,76,65,72,74,75,54,51,11,10,14,9,7,52,59,68,68,53,63,55,68,72,66,62,69,68,76,71,70,59,59,68,65,67,67,68,68,69,65,68,67,67,70,65,69,70,68,69,65,68,67,67,70,65,69,70,65,0,0,0,0,0,1,0,0,0,0,0,LB 
2348,27,70,70,10000,1672,77,29,62,63,67,66,71,53,71,67,45,14,10,11,8,15,42,20,66,61,53,33,67,71,64,62,72,33,85,68,28,68,59,57,66,41,47,67,60,66,50,41,60,47,67,69,66,68,54,66,50,41,60,47,67,69,66,68,54,66,0,0,0,0,0,0,0,1,0,0,0,RM 
2349,30,71,71,19000,1875,79,72,70,60,68,74,73,65,68,48,54,6,12,8,14,7,60,65,68,66,65,62,50,62,70,66,72,70,76,79,68,75,55,42,65,67,67,65,66,65,70,67,66,67,65,68,64,66,70,65,70,67,66,67,65,68,64,66,70,64,0,0,0,0,0,0,0,0,1,0,0,RB 
2350,30,73,73,11000,1706,54,68,65,61,71,72,61,28,45,29,34,14,16,13,6,11,67,77,74,69,43,72,46,53,67,70,37,73,59,72,73,72,62,44,59,72,71,55,65,59,69,72,65,71,55,59,53,56,68,59,69,72,65,71,55,59,53,56,68,53,0,0,0,0,1,0,0,0,0,0,0,CB 
2351,21,62,72,4000,1593,66,44,66,66,68,51,60,66,65,67,54,10,12,12,11,12,63,22,51,42,65,25,70,58,42,57,71,27,61,56,25,52,59,68,60,38,42,62,53,60,43,38,53,42,62,60,62,62,46,60,43,38,53,42,62,60,62,62,46,62,0,1,0,0,0,0,0,0,0,0,0,LW 
2352,21,66,74,3000,1449,63,71,49,56,53,57,35,22,38,21,28,15,14,8,13,10,62,58,66,52,23,64,31,24,60,54,50,66,67,62,65,86,43,20,45,65,60,44,49,45,59,65,49,60,44,47,45,43,57,45,59,65,49,60,44,47,45,43,57,45,0,0,0,0,1,0,0,0,0,0,0,CB 
2353,27,71,72,25000,1722,78,87,75,66,74,65,39,42,73,72,42,6,6,12,15,11,55,44,81,60,65,23,60,70,66,75,75,23,70,60,24,73,54,46,69,48,54,70,64,69,48,48,64,54,70,67,70,68,51,69,48,48,64,54,70,67,70,68,51,70,0,0,1,0,0,0,0,0,0,0,0,ST 
2354,23,68,74,11000,1426,55,62,56,58,48,66,24,22,38,36,20,15,14,5,13,7,69,66,81,43,24,68,37,24,62,44,44,67,63,60,69,81,30,21,41,67,58,42,45,41,59,67,45,58,42,42,46,41,55,41,59,67,45,58,42,42,46,41,55,46,0,0,0,0,1,0,0,0,0,0,0,CB 
2355,28,72,72,5000,1621,52,83,33,43,68,65,29,49,62,75,43,11,10,12,8,9,85,29,77,37,54,25,76,77,66,60,74,29,54,58,21,86,53,73,61,49,47,66,55,61,43,49,55,47,66,58,71,60,44,61,43,49,55,47,66,58,71,60,44,71,0,0,1,0,0,0,0,0,0,0,0,ST 
2356,28,70,70,5000,1456,55,73,46,49,54,64,34,30,35,22,29,9,8,12,15,7,65,71,73,39,28,68,45,25,68,53,42,69,52,61,74,82,31,32,42,69,62,42,48,42,62,69,48,62,42,44,44,42,59,42,62,69,48,62,42,44,44,42,59,44,0,0,0,0,1,0,0,0,0,0,0,CB 
2357,29,69,69,3000,1892,65,62,81,83,65,55,63,64,63,61,66,16,15,7,13,11,58,60,79,67,65,57,61,64,74,71,67,43,72,81,51,64,72,51,68,59,64,66,68,68,62,59,68,64,66,67,65,67,63,68,62,59,68,64,66,67,65,67,63,65,0,0,0,0,0,0,1,0,0,0,0,CM 
2358,25,68,71,9000,1555,70,73,57,55,56,60,28,38,54,69,42,10,9,14,15,6,77,22,57,31,48,19,60,75,61,55,67,20,78,77,17,80,58,57,59,43,42,63,52,59,42,43,52,42,63,58,67,59,43,59,42,43,52,42,63,58,67,59,43,67,0,0,1,0,0,0,0,0,0,0,0,ST 
2359,28,71,72,6000,1576,46,78,60,44,54,47,32,49,48,22,46,6,12,7,6,14,75,68,82,53,35,70,49,30,57,58,61,65,52,63,72,85,43,34,47,70,63,46,52,47,60,70,52,63,46,47,48,44,58,47,60,70,52,63,46,47,48,44,58,48,0,0,0,0,1,0,0,0,0,0,0,CB 
2360,31,70,70,17000,1916,75,61,73,72,66,69,71,68,67,71,72,9,14,14,12,15,70,62,85,66,72,39,56,71,66,70,75,36,77,69,49,54,68,71,69,56,60,70,67,69,60,56,67,60,70,69,70,70,61,69,60,56,67,60,70,69,70,70,61,70,0,0,0,0,0,0,0,0,0,1,0,LM 
2361,33,70,70,12000,1040,34,33,40,41,12,50,11,13,14,14,15,71,65,65,65,76,11,17,54,35,11,10,25,11,69,27,16,12,32,30,15,52,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2362,26,70,72,7000,1588,79,41,74,70,63,64,33,66,66,75,41,6,13,6,9,14,69,18,62,32,68,13,55,66,69,55,74,18,70,59,17,63,59,65,63,37,39,67,54,63,41,37,54,39,67,60,69,64,42,63,41,37,54,39,67,60,69,64,42,69,0,0,1,0,0,0,0,0,0,0,0,ST 
2363,29,70,70,13000,1022,47,19,34,41,21,40,11,10,14,12,12,71,62,59,71,73,11,13,57,13,14,12,22,12,69,18,25,12,46,30,13,57,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2364,24,73,77,12000,1787,67,79,64,58,70,65,56,54,70,72,35,14,6,5,11,12,79,41,76,51,64,29,72,72,71,64,77,28,68,73,38,75,61,75,67,53,54,69,62,67,53,53,62,54,69,67,72,67,54,67,53,53,62,54,69,67,72,67,54,72,0,0,1,0,0,0,0,0,0,0,0,ST 
2365,21,70,77,10000,1654,68,40,71,73,70,66,59,51,64,73,45,12,13,10,14,7,64,24,54,52,63,17,63,73,65,59,67,24,73,68,30,73,52,63,64,42,46,67,58,64,47,42,58,46,67,65,69,66,49,64,47,42,58,46,67,65,69,66,49,69,0,0,1,0,0,0,0,0,0,0,0,ST 
2366,32,70,70,3000,1479,46,75,45,61,49,64,25,29,38,25,27,11,12,12,14,13,73,75,70,55,25,67,60,21,62,53,55,69,62,51,72,75,29,23,41,69,62,41,48,41,60,69,48,62,41,42,45,40,56,41,60,69,48,62,41,42,45,40,56,45,0,0,0,0,1,0,0,0,0,0,0,CB 
2367,31,67,67,8000,1633,66,75,67,67,62,65,32,50,56,69,31,15,16,11,10,11,70,22,81,28,58,17,60,66,64,58,70,31,66,77,35,83,52,57,59,47,46,62,53,59,45,47,53,46,62,57,66,59,46,59,45,47,53,46,62,57,66,59,46,66,0,0,1,0,0,0,0,0,0,0,0,ST 
2368,28,69,70,3000,1371,36,54,30,30,52,57,24,30,39,25,36,8,9,9,14,15,76,75,32,45,24,70,40,21,65,38,68,63,42,66,73,90,32,40,38,68,60,40,46,38,58,68,46,60,40,40,46,37,55,38,58,68,46,60,40,40,46,37,55,46,0,0,0,0,1,0,0,0,0,0,0,CB 
2369,32,71,71,36000,1869,76,76,83,90,70,72,76,75,68,60,78,15,7,11,10,9,36,52,59,72,73,41,61,66,69,67,74,45,75,76,46,31,68,54,69,50,59,68,67,69,59,50,67,59,68,70,63,70,63,69,59,50,67,59,68,70,63,70,63,63,0,0,0,0,0,0,0,1,0,0,0,RM 
2370,23,70,76,5000,1092,31,19,35,24,24,33,13,19,18,20,20,72,66,62,67,72,14,27,48,26,14,15,30,20,71,25,19,19,30,27,10,65,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2371,23,73,79,4000,1123,48,16,36,57,19,31,20,17,17,17,19,71,72,62,73,74,13,18,56,27,15,16,24,12,70,26,19,17,46,17,18,57,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2372,22,60,69,0,1576,68,53,67,61,60,42,63,55,66,32,33,6,10,14,12,13,44,59,55,42,65,55,38,55,65,55,61,52,66,63,62,52,52,22,57,56,56,57,56,57,59,56,56,56,57,59,53,59,60,57,59,56,56,56,57,59,53,59,60,53,0,0,0,0,0,0,0,0,1,0,0,RB 
2373,23,69,75,7000,1676,85,58,78,91,64,52,66,50,67,31,46,12,9,11,9,7,37,65,74,51,37,65,42,34,60,65,45,70,77,91,68,48,36,27,55,61,63,54,57,55,68,61,57,63,54,61,49,58,70,55,68,61,57,63,54,61,49,58,70,49,0,0,0,0,0,0,0,0,1,0,0,RB 
2374,22,72,75,5000,1707,75,68,66,69,73,74,69,35,72,34,41,9,14,6,13,14,54,71,60,51,30,69,48,63,76,68,35,73,69,69,72,73,40,28,61,69,68,60,62,61,71,69,62,68,60,65,57,63,71,61,71,69,62,68,60,65,57,63,71,57,0,0,0,0,0,1,0,0,0,0,0,LB 
2375,29,71,71,26000,1737,70,74,77,61,66,70,53,49,70,68,32,10,14,15,15,13,68,27,66,46,69,20,71,70,65,55,79,22,83,67,23,82,68,69,66,45,47,68,58,66,46,45,58,47,68,65,70,67,49,66,46,45,58,47,68,65,70,67,49,70,0,0,1,0,0,0,0,0,0,0,0,ST 
2376,33,72,72,4000,1749,67,63,71,62,69,72,55,64,63,73,60,14,10,8,14,10,72,15,86,51,50,22,72,74,68,66,77,24,67,74,27,86,50,65,64,46,48,67,58,64,47,46,58,48,67,65,71,65,49,64,47,46,58,48,67,65,71,65,49,71,0,0,1,0,0,0,0,0,0,0,0,ST 
2377,22,69,76,10000,1485,60,61,64,52,63,63,22,25,51,17,22,13,14,14,14,10,66,64,79,60,19,72,31,23,65,64,32,67,54,68,68,76,51,24,51,68,65,47,56,51,61,68,56,65,47,50,44,46,59,51,61,68,56,65,47,50,44,46,59,44,0,0,0,0,1,0,0,0,0,0,0,CB 
2378,34,71,71,10000,1121,46,40,44,54,23,39,12,13,13,14,13,74,63,62,73,76,12,22,65,23,14,14,12,17,66,24,13,12,42,30,11,72,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2379,28,70,70,7000,1905,82,77,81,82,71,63,73,65,65,43,58,13,12,11,14,8,51,71,85,67,64,63,40,59,62,61,79,74,86,64,66,59,53,46,63,66,66,63,63,63,69,66,63,66,63,66,61,65,69,63,69,66,63,66,63,66,61,65,69,61,0,0,0,0,0,1,0,0,0,0,0,LB 
2380,27,69,69,4000,1765,61,50,53,59,66,65,65,43,59,56,59,14,13,12,12,12,58,66,73,66,53,69,47,48,58,69,68,70,66,87,72,72,59,30,60,66,67,60,64,60,68,66,64,67,60,63,59,60,68,60,68,66,64,67,60,63,59,60,68,59,0,0,0,0,0,1,0,0,0,0,0,LB 
2381,33,71,71,4000,1995,68,75,74,64,67,68,73,80,61,45,76,12,13,12,10,15,66,71,80,68,65,68,62,58,75,70,85,67,66,78,68,78,67,58,65,70,70,64,68,65,70,70,68,70,64,66,64,65,70,65,70,70,68,70,64,66,64,65,70,64,0,0,0,0,0,0,0,0,1,0,0,RB 
2382,33,70,70,5000,1667,65,62,61,57,66,67,42,55,62,75,54,10,16,8,7,7,70,26,68,41,67,20,73,69,67,60,70,26,67,67,27,77,53,72,63,45,46,66,56,63,45,45,56,46,66,61,69,63,47,63,45,45,56,46,66,61,69,63,47,69,0,0,1,0,0,0,0,0,0,0,0,ST 
2383,29,71,72,6000,1214,52,26,68,42,12,46,22,25,14,13,14,76,65,59,64,78,14,26,82,29,13,14,25,13,71,28,24,14,54,43,13,63,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2384,28,70,70,26000,1724,66,81,62,51,69,65,62,53,68,66,47,8,7,9,7,6,71,42,75,40,61,27,59,68,70,66,76,25,71,78,24,81,58,70,65,50,52,67,60,65,51,50,60,52,67,66,69,66,54,65,51,50,60,52,67,66,69,66,54,69,0,0,1,0,0,0,0,0,0,0,0,ST 
2385,33,70,70,21000,1782,77,67,61,57,61,61,72,45,55,41,46,12,8,16,9,16,62,63,62,71,42,66,61,56,64,73,43,67,78,78,68,79,62,44,61,67,68,59,64,61,69,67,64,68,59,65,57,61,69,61,69,67,64,68,59,65,57,61,69,57,0,0,0,0,0,0,0,0,1,0,0,RB 
2386,35,71,71,4000,1908,79,65,78,75,67,73,63,67,66,61,62,12,6,8,6,11,54,65,72,59,56,67,59,68,74,67,66,68,79,86,68,50,62,62,67,65,67,67,66,67,70,65,66,67,67,68,65,68,70,67,70,65,66,67,67,68,65,68,70,65,0,0,0,0,0,1,0,0,0,0,0,LB 
2387,24,69,74,16000,1452,63,75,39,34,48,61,20,26,40,25,20,11,9,9,12,14,67,70,54,59,34,64,37,31,51,63,50,71,54,84,73,83,25,37,43,68,64,43,51,43,61,68,51,64,43,45,46,41,59,43,61,68,51,64,43,45,46,41,59,46,0,0,0,0,1,0,0,0,0,0,0,CB 
2388,30,72,72,8000,1857,75,45,90,74,70,71,67,72,71,66,63,7,10,8,15,8,43,50,79,62,67,15,66,71,70,65,69,49,83,90,49,54,69,65,70,48,56,69,67,70,59,48,67,56,69,71,66,71,62,70,59,48,67,56,69,71,66,71,62,66,0,0,0,0,0,0,0,0,0,1,0,LM 
2389,23,67,73,2000,1083,44,27,34,41,18,24,21,13,16,17,13,66,65,61,68,70,17,22,53,23,20,13,22,16,59,29,17,21,40,23,22,56,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2390,21,71,78,13000,1858,76,64,78,77,74,65,52,54,70,58,42,9,12,14,8,6,64,68,67,69,57,59,49,58,64,75,63,64,77,74,74,69,69,44,69,67,69,67,70,69,68,67,70,69,67,68,65,67,68,69,68,67,70,69,67,68,65,67,68,65,0,0,0,0,0,0,1,0,0,0,0,CM 
2391,30,69,69,16000,1113,50,25,43,40,15,31,14,14,19,16,15,65,67,62,67,75,20,18,55,24,14,18,17,14,71,28,23,18,44,35,18,79,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2392,26,70,73,40000,1657,78,31,79,83,67,71,42,60,64,71,35,13,10,10,7,12,73,20,85,30,66,15,64,73,66,57,70,14,78,83,21,64,53,63,63,38,41,67,55,63,45,38,55,41,67,63,69,65,47,63,45,38,55,41,67,63,69,65,47,69,0,0,1,0,0,0,0,0,0,0,0,ST 
2393,21,69,76,14000,1624,67,58,54,58,57,62,36,40,45,46,36,13,7,9,15,14,62,70,80,65,38,67,44,28,69,62,47,68,68,61,69,85,53,33,53,68,65,51,57,53,63,68,57,65,51,53,52,51,61,53,63,68,57,65,51,53,52,51,61,52,0,0,0,0,1,0,0,0,0,0,0,CB 
2394,26,71,73,31000,1356,35,69,43,45,46,52,24,25,31,20,16,11,11,8,10,9,74,67,75,49,18,73,27,35,58,50,32,70,34,72,72,90,39,18,40,70,62,38,48,40,58,70,48,62,38,40,41,36,55,40,58,70,48,62,38,40,41,36,55,41,0,0,0,0,1,0,0,0,0,0,0,CB 
2395,30,72,72,12000,1163,51,32,48,40,20,51,10,13,15,14,12,69,68,71,72,74,14,22,65,32,14,14,22,13,74,32,22,14,49,31,17,71,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2396,25,73,77,25000,1659,67,66,64,55,66,77,45,59,56,32,25,14,15,7,7,15,74,72,72,65,23,72,50,25,66,63,42,75,75,77,74,81,43,17,53,72,69,51,58,53,69,72,58,69,51,56,51,53,67,53,69,72,58,69,51,56,51,53,67,51,0,0,0,0,1,0,0,0,0,0,0,CB 
2397,30,73,73,14000,1176,41,29,50,43,33,34,11,15,14,14,14,76,69,73,71,77,16,18,61,34,14,13,30,11,66,33,36,14,44,31,14,57,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2398,22,68,74,1000,1579,68,77,65,50,61,67,36,44,66,68,36,9,8,14,7,13,70,17,66,24,62,26,60,65,66,56,76,19,74,67,24,78,46,61,59,44,42,64,51,59,43,44,51,42,64,58,67,61,44,59,43,44,51,42,64,58,67,61,44,67,0,0,1,0,0,0,0,0,0,0,0,ST 
2399,27,70,70,6000,1815,85,66,70,73,67,70,69,61,66,51,46,12,9,11,15,6,38,68,75,63,59,69,34,45,68,60,70,71,78,80,70,78,57,25,62,67,67,62,63,62,69,67,63,67,62,65,59,64,70,62,69,67,63,67,62,65,59,64,70,59,0,0,0,0,0,1,0,0,0,0,0,LB 
2400,28,72,72,18000,1792,70,75,71,64,63,69,72,67,66,20,32,10,9,10,13,13,65,70,74,64,43,70,44,44,70,66,62,73,69,79,72,75,54,43,58,71,69,56,62,58,71,71,62,69,56,62,54,59,70,58,71,71,62,69,56,62,54,59,70,54,0,0,0,0,0,1,0,0,0,0,0,LB 
2401,28,70,70,11000,1685,50,68,42,32,53,61,32,68,42,60,73,10,12,9,14,8,74,68,70,61,62,68,69,45,66,53,69,69,48,70,72,81,36,31,50,69,63,52,55,50,61,69,55,63,52,49,58,49,58,50,61,69,55,63,52,49,58,49,58,58,0,0,0,0,1,0,0,0,0,0,0,CB 
2402,28,70,70,5000,1124,42,32,44,52,13,59,14,11,12,19,13,71,68,64,68,71,19,22,43,34,14,14,25,10,70,35,18,18,34,32,13,60,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2403,20,69,78,7000,1570,68,38,74,58,65,64,54,39,67,71,29,13,6,14,10,6,73,14,83,34,52,20,67,68,60,67,67,16,74,69,13,70,53,58,63,38,41,65,54,63,43,38,54,41,65,63,68,65,46,63,43,38,54,41,65,63,68,65,46,68,0,0,1,0,0,0,0,0,0,0,0,ST 
2404,32,73,73,27000,1412,43,82,33,34,50,50,34,46,32,26,39,6,11,7,12,11,73,74,34,62,26,72,30,13,70,62,31,70,44,62,76,90,42,15,43,72,67,40,52,43,62,72,52,67,40,44,42,40,59,43,62,72,52,67,40,44,42,40,59,42,0,0,0,0,1,0,0,0,0,0,0,CB 
2405,27,70,71,7000,1735,81,74,90,77,77,58,56,59,65,67,49,9,15,6,8,9,58,26,88,46,57,16,60,71,66,54,80,11,78,60,15,70,60,77,66,41,44,68,57,66,44,41,57,44,68,65,69,68,47,66,44,41,57,44,68,65,69,68,47,69,0,0,1,0,0,0,0,0,0,0,0,ST 
2406,38,70,70,4000,1671,30,77,61,59,62,63,60,52,60,40,65,10,6,13,11,11,69,73,54,70,66,61,48,23,63,58,68,72,31,33,65,93,53,54,53,69,65,51,57,53,59,69,57,65,51,51,53,51,58,53,59,69,57,65,51,51,53,51,58,53,0,0,0,0,1,0,0,0,0,0,0,CB 
2407,33,68,68,5000,1613,52,69,55,66,60,70,53,34,59,34,31,12,7,7,6,10,65,66,59,70,40,70,49,28,69,69,49,67,62,72,68,68,51,36,55,67,67,52,60,55,65,67,60,67,52,57,51,53,65,55,65,67,60,67,52,57,51,53,65,51,0,0,0,0,1,0,0,0,0,0,0,CB 
2408,29,69,69,12000,1771,75,65,79,73,69,65,69,69,76,55,58,7,9,13,8,14,52,29,68,55,66,34,54,68,66,62,71,35,75,69,49,65,67,47,67,49,53,67,63,67,54,49,63,53,67,68,65,69,56,67,54,49,63,53,67,68,65,69,56,65,0,0,0,0,0,0,0,0,0,1,0,LM 
2409,26,70,72,25000,1673,65,68,58,58,66,70,36,32,52,36,54,7,12,9,14,13,62,73,75,67,35,67,51,40,64,62,68,65,69,63,71,81,46,34,54,69,67,54,59,54,64,69,59,67,54,55,55,53,62,54,64,69,59,67,54,55,55,53,62,55,0,0,0,0,1,0,0,0,0,0,0,CB 
2410,27,68,68,9000,1705,69,49,72,52,70,59,64,55,68,63,47,13,9,15,8,11,52,34,70,62,65,36,58,66,66,71,66,35,76,75,43,69,50,46,66,49,54,66,63,66,54,49,63,54,66,67,65,67,57,66,54,49,63,54,66,67,65,67,57,65,0,0,0,0,0,0,0,1,0,0,0,RM 
2411,31,70,70,32000,1764,67,71,70,73,68,70,47,67,65,74,55,7,8,11,11,8,64,33,65,54,70,24,74,71,70,56,72,30,65,66,34,79,65,70,66,48,51,67,61,66,48,48,61,51,67,64,69,65,50,66,48,48,61,51,67,64,69,65,50,69,0,0,1,0,0,0,0,0,0,0,0,ST 
2412,30,70,70,6000,1075,30,26,48,46,22,36,11,13,11,13,18,70,65,61,69,71,14,21,72,24,13,15,15,15,73,23,12,13,30,32,12,59,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
2413,30,72,72,13000,1701,62,64,57,63,58,66,48,36,54,38,48,13,12,12,14,14,76,63,71,52,54,76,58,37,58,59,66,74,65,72,77,82,33,35,51,71,64,52,54,51,66,71,54,64,52,53,55,52,64,51,66,71,54,64,52,53,55,52,64,55,0,0,0,0,1,0,0,0,0,0,0,CB 
2414,27,69,71,5000,1511,63,62,51,56,59,61,33,34,32,22,37,10,7,9,11,12,70,65,70,55,27,67,41,32,54,62,41,66,66,73,71,89,35,29,46,68,63,44,52,46,62,68,52,63,44,47,46,44,60,46,62,68,52,63,44,47,46,44,60,46,0,0,0,0,1,0,0,0,0,0,0,CB 
2415,24,69,74,4000,1545,63,78,62,70,68,67,42,54,50,70,24,4,4,4,4,4,74,22,67,40,54,15,53,72,71,62,75,17,62,78,18,80,28,56,57,43,45,62,53,57,43,43,53,45,62,58,68,59,45,57,43,43,53,45,62,58,68,59,45,68,0,0,1,0,0,0,0,0,0,0,0,ST 
2416,28,72,72,7000,1809,79,82,70,65,66,67,51,50,66,71,46,6,15,15,12,10,76,32,88,45,49,24,70,75,67,63,70,36,78,83,46,81,59,63,65,54,53,68,60,65,54,54,60,53,68,66,71,66,55,65,54,54,60,53,68,66,71,66,55,71,0,0,1,0,0,0,0,0,0,0,0,ST 
2417,35,71,71,5000,1797,78,64,66,75,61,74,64,68,62,75,61,9,9,9,12,12,65,25,87,51,63,30,62,80,78,62,67,26,76,71,28,63,65,73,67,46,49,69,60,67,50,46,60,49,69,67,70,68,52,67,50,46,60,49,69,67,70,68,52,70,0,0,1,0,0,0,0,0,0,0,0,ST 
